SHHADID,SPANEL,SSUID,SWAVE,PNUM,MONTHCODE,THTOTINC,unique_ID
11,2014,38418215960,1,101,12,5499,38418215960_101
11,2014,38418215960,1,102,12,5499,38418215960_102
11,2014,38418215999,1,101,12,3205,38418215999_101
11,2014,38418215999,1,102,12,3205,38418215999_102
11,2014,38418228125,1,101,12,12208,38418228125_101
11,2014,38418228125,1,102,12,12208,38418228125_102
11,2014,38418228125,1,103,12,12208,38418228125_103
11,2014,38418228125,1,104,12,12208,38418228125_104
11,2014,38418228179,1,101,12,983,38418228179_101
11,2014,38418228470,1,101,12,3324,38418228470_101
11,2014,38418228470,1,102,12,3324,38418228470_102
11,2014,38418228470,1,103,12,3324,38418228470_103
11,2014,38418228470,1,104,12,3324,38418228470_104
11,2014,38418228960,1,101,12,6333,38418228960_101
11,2014,38418228960,1,102,12,6333,38418228960_102
11,2014,38418228960,1,103,12,6333,38418228960_103
11,2014,38418228999,1,101,12,9321,38418228999_101
11,2014,38418228999,1,102,12,9321,38418228999_102
11,2014,38418228999,1,103,12,9321,38418228999_103
11,2014,38418228999,1,104,12,9321,38418228999_104
11,2014,38418276018,1,101,12,1450,38418276018_101
11,2014,38418276027,1,101,12,4303,38418276027_101
11,2014,38418276027,1,102,12,4303,38418276027_102
11,2014,38418276033,1,101,12,7324,38418276033_101
11,2014,38418276160,1,101,12,4581,38418276160_101
11,2014,38418276160,1,102,12,4581,38418276160_102
11,2014,38418276167,1,101,12,0,38418276167_101
11,2014,38418276167,1,102,12,0,38418276167_102
11,2014,38418276198,1,101,12,2436,38418276198_101
11,2014,38418276198,1,102,12,2436,38418276198_102
11,2014,38418276246,1,101,12,5779,38418276246_101
11,2014,38418276246,1,102,12,5779,38418276246_102
11,2014,38418276318,1,101,12,4032,38418276318_101
11,2014,38418276318,1,102,12,4032,38418276318_102
11,2014,38418276318,1,103,12,4032,38418276318_103
11,2014,38418276318,1,104,12,4032,38418276318_104
11,2014,38418276383,1,101,12,17915,38418276383_101
11,2014,38418276383,1,102,12,17915,38418276383_102
11,2014,38418276383,1,103,12,17915,38418276383_103
11,2014,38418276420,1,101,12,2586,38418276420_101
11,2014,38418276420,1,102,12,2586,38418276420_102
11,2014,38418276467,1,101,12,3659,38418276467_101
11,2014,38418276505,1,101,12,9578,38418276505_101
11,2014,38418276505,1,102,12,9578,38418276505_102
11,2014,38418276509,1,101,12,4696,38418276509_101
11,2014,38418276509,1,102,12,4696,38418276509_102
11,2014,38418276510,1,101,12,25121,38418276510_101
11,2014,38418276510,1,102,12,25121,38418276510_102
11,2014,38418276510,1,103,12,25121,38418276510_103
11,2014,38418276565,1,101,12,16000,38418276565_101
11,2014,38418276565,1,102,12,16000,38418276565_102
11,2014,38418276565,1,103,12,16000,38418276565_103
11,2014,38418276584,1,101,12,5410,38418276584_101
11,2014,38418276584,1,102,12,5410,38418276584_102
11,2014,38418276762,1,101,12,8447,38418276762_101
11,2014,38418276772,1,101,12,2520,38418276772_101
11,2014,38418276772,1,102,12,2520,38418276772_102
11,2014,38418276828,1,101,12,44,38418276828_101
11,2014,38418276966,1,101,12,3553,38418276966_101
11,2014,38418276966,1,102,12,3553,38418276966_102
11,2014,38418276966,1,103,12,3553,38418276966_103
11,2014,38418285020,1,101,12,3658,38418285020_101
11,2014,38418285023,1,101,12,4694,38418285023_101
11,2014,38418285023,1,102,12,4694,38418285023_102
11,2014,38418285023,1,103,12,4694,38418285023_103
11,2014,38418285134,1,101,12,0,38418285134_101
11,2014,38418285134,1,102,12,0,38418285134_102
11,2014,38418285162,1,101,12,741,38418285162_101
11,2014,38418285220,1,101,12,6286,38418285220_101
11,2014,38418285220,1,102,12,6286,38418285220_102
11,2014,38418285369,1,101,12,1040,38418285369_101
11,2014,38418285386,1,101,12,4145,38418285386_101
11,2014,38418285386,1,102,12,4145,38418285386_102
11,2014,38418285431,1,101,12,4258,38418285431_101
11,2014,38418285431,1,102,12,4258,38418285431_102
11,2014,38418285431,1,103,12,4258,38418285431_103
11,2014,38418285431,1,104,12,4258,38418285431_104
11,2014,38418285431,1,105,12,4258,38418285431_105
11,2014,38418285431,1,106,12,4258,38418285431_106
11,2014,38418285431,1,107,12,4258,38418285431_107
11,2014,38418285431,1,108,12,4258,38418285431_108
11,2014,38418285458,1,101,12,3407,38418285458_101
11,2014,38418285465,1,101,12,725,38418285465_101
11,2014,38418285519,1,101,12,8081,38418285519_101
11,2014,38418285519,1,102,12,8081,38418285519_102
11,2014,38418285549,1,101,12,4367,38418285549_101
11,2014,38418285549,1,102,12,4367,38418285549_102
11,2014,38418285584,1,101,12,3571,38418285584_101
11,2014,38418285584,1,102,12,3571,38418285584_102
11,2014,38418285626,1,101,12,22867,38418285626_101
11,2014,38418285626,1,102,12,22867,38418285626_102
11,2014,38418285626,1,103,12,22867,38418285626_103
11,2014,38418285664,1,101,12,6813,38418285664_101
11,2014,38418285692,1,101,12,2142,38418285692_101
11,2014,38418285692,1,102,12,2142,38418285692_102
11,2014,38418285705,1,101,12,11221,38418285705_101
11,2014,38418285705,1,102,12,11221,38418285705_102
11,2014,38418285705,1,103,12,11221,38418285705_103
11,2014,38418285804,1,101,12,14819,38418285804_101
11,2014,38418285804,1,102,12,14819,38418285804_102
11,2014,38418285804,1,103,12,14819,38418285804_103
11,2014,38418285804,1,104,12,14819,38418285804_104
11,2014,38418285804,1,105,12,14819,38418285804_105
11,2014,38418285932,1,101,12,2760,38418285932_101
11,2014,38418285932,1,102,12,2760,38418285932_102
11,2014,38418285932,1,103,12,2760,38418285932_103
11,2014,38418285932,1,104,12,2760,38418285932_104
11,2014,38418285932,1,105,12,2760,38418285932_105
11,2014,38418320522,1,101,12,1400,38418320522_101
11,2014,38418320549,1,101,12,1870,38418320549_101
11,2014,38418320549,1,102,12,1870,38418320549_102
11,2014,38418320549,1,103,12,1870,38418320549_103
11,2014,38418320770,1,101,12,2,38418320770_101
11,2014,38418320770,1,102,12,2,38418320770_102
11,2014,38418320814,1,101,12,1488,38418320814_101
11,2014,38418320814,1,102,12,1488,38418320814_102
11,2014,38418320814,1,103,12,1488,38418320814_103
11,2014,38418320844,1,101,12,6943,38418320844_101
11,2014,38418320844,1,102,12,6943,38418320844_102
11,2014,38418320844,1,103,12,6943,38418320844_103
11,2014,38418320844,1,104,12,6943,38418320844_104
11,2014,38418320844,1,105,12,6943,38418320844_105
11,2014,38418320994,1,101,12,2878,38418320994_101
11,2014,38418320994,1,102,12,2878,38418320994_102
11,2014,38418334061,1,101,12,1718,38418334061_101
11,2014,38418334061,1,102,12,1718,38418334061_102
11,2014,38418334160,1,101,12,1218,38418334160_101
11,2014,38418334189,1,101,12,5110,38418334189_101
11,2014,38418334189,1,102,12,5110,38418334189_102
11,2014,38418334198,1,101,12,6216,38418334198_101
11,2014,38418334198,1,102,12,6216,38418334198_102
11,2014,38418334240,1,101,12,14259,38418334240_101
11,2014,38418334240,1,102,12,14259,38418334240_102
11,2014,38418334285,1,101,12,745,38418334285_101
11,2014,38418334285,1,102,12,745,38418334285_102
11,2014,38418334310,1,101,12,10708,38418334310_101
11,2014,38418334310,1,102,12,10708,38418334310_102
11,2014,38418334366,1,101,12,2760,38418334366_101
11,2014,38418334366,1,102,12,2760,38418334366_102
11,2014,38418334477,1,101,12,1779,38418334477_101
11,2014,38418334477,1,102,12,1779,38418334477_102
11,2014,38418334502,1,101,12,1420,38418334502_101
11,2014,38418334510,1,101,12,3200,38418334510_101
11,2014,38418334596,1,101,12,1771,38418334596_101
11,2014,38418334596,1,102,12,1771,38418334596_102
11,2014,38418334622,1,101,12,1667,38418334622_101
11,2014,38418334622,1,102,12,1667,38418334622_102
11,2014,38418334668,1,101,12,2000,38418334668_101
11,2014,38418334688,1,101,12,8591,38418334688_101
11,2014,38418334688,1,102,12,8591,38418334688_102
11,2014,38418334751,1,101,12,6648,38418334751_101
11,2014,38418334751,1,102,12,6648,38418334751_102
11,2014,38418334762,1,101,12,1917,38418334762_101
11,2014,38418334772,1,101,12,2837,38418334772_101
11,2014,38418334772,1,102,12,2837,38418334772_102
11,2014,38418334788,1,101,12,3977,38418334788_101
11,2014,38418334788,1,102,12,3977,38418334788_102
11,2014,38418341547,1,101,12,33,38418341547_101
11,2014,38418341967,1,101,12,0,38418341967_101
11,2014,38418342105,1,101,12,7583,38418342105_101
11,2014,38418342105,1,102,12,7583,38418342105_102
11,2014,38418342110,1,101,12,3875,38418342110_101
11,2014,38418342110,1,102,12,3875,38418342110_102
11,2014,38418342110,1,103,12,3875,38418342110_103
11,2014,38418342110,1,104,12,3875,38418342110_104
11,2014,38418342194,1,101,12,1406,38418342194_101
11,2014,38418342194,1,102,12,1406,38418342194_102
11,2014,38418342194,1,103,12,1406,38418342194_103
11,2014,38418342194,1,104,12,1406,38418342194_104
11,2014,38418342210,1,101,12,26394,38418342210_101
11,2014,38418342210,1,102,12,26394,38418342210_102
11,2014,38418342210,1,103,12,26394,38418342210_103
11,2014,38418342386,1,101,12,4389,38418342386_101
11,2014,38418342386,1,102,12,4389,38418342386_102
11,2014,38418342402,1,101,12,4543,38418342402_101
11,2014,38418342402,1,102,12,4543,38418342402_102
11,2014,38418342402,1,103,12,4543,38418342402_103
11,2014,38418342919,1,101,12,1180,38418342919_101
11,2014,38418342919,1,102,12,1180,38418342919_102
11,2014,38418344383,1,101,12,6849,38418344383_101
11,2014,38418344383,1,102,12,6849,38418344383_102
11,2014,38418344383,1,103,12,6849,38418344383_103
11,2014,38418344383,1,104,12,6849,38418344383_104
11,2014,38418344509,1,101,12,4767,38418344509_101
11,2014,38418344509,1,102,12,4767,38418344509_102
11,2014,38418344509,1,103,12,4767,38418344509_103
11,2014,38418344509,1,104,12,4767,38418344509_104
11,2014,38418344510,1,101,12,8091,38418344510_101
11,2014,38418344510,1,102,12,8091,38418344510_102
11,2014,38418344510,1,103,12,8091,38418344510_103
11,2014,38418359018,1,101,12,1442,38418359018_101
11,2014,38418359018,1,102,12,1442,38418359018_102
11,2014,38418359018,1,103,12,1442,38418359018_103
11,2014,38418359061,1,101,12,0,38418359061_101
11,2014,38418359061,1,102,12,0,38418359061_102
11,2014,38418359061,1,103,12,0,38418359061_103
11,2014,38418359108,1,101,12,14613,38418359108_101
11,2014,38418359108,1,102,12,14613,38418359108_102
11,2014,38418359125,1,101,12,10603,38418359125_101
11,2014,38418359125,1,102,12,10603,38418359125_102
11,2014,38418359318,1,101,12,0,38418359318_101
11,2014,38418359318,1,102,12,0,38418359318_102
11,2014,38418359552,1,101,12,1450,38418359552_101
11,2014,38418359751,1,101,12,3241,38418359751_101
11,2014,38418359751,1,102,12,3241,38418359751_102
11,2014,38418359751,1,103,12,3241,38418359751_103
11,2014,38418359960,1,101,12,1288,38418359960_101
11,2014,38418382027,1,101,12,5461,38418382027_101
11,2014,38418382027,1,102,12,5461,38418382027_102
11,2014,38418382240,1,101,12,8777,38418382240_101
11,2014,38418382240,1,102,12,8777,38418382240_102
11,2014,38418382240,1,103,12,8777,38418382240_103
11,2014,38418382622,1,101,12,8861,38418382622_101
11,2014,38418382622,1,102,12,8861,38418382622_102
11,2014,38418382622,1,103,12,8861,38418382622_103
11,2014,38418406018,1,101,12,3035,38418406018_101
11,2014,38418406018,1,102,12,3035,38418406018_102
11,2014,38418406018,1,103,12,3035,38418406018_103
11,2014,38418406018,1,104,12,3035,38418406018_104
11,2014,38418406040,1,101,12,4779,38418406040_101
11,2014,38418406383,1,101,12,0,38418406383_101
11,2014,38418406458,1,101,12,4423,38418406458_101
11,2014,38418406467,1,101,12,1300,38418406467_101
11,2014,38418406502,1,101,12,2471,38418406502_101
11,2014,38418406502,1,102,12,2471,38418406502_102
11,2014,38418406502,1,103,12,2471,38418406502_103
11,2014,38418406509,1,101,12,6060,38418406509_101
11,2014,38418406509,1,102,12,6060,38418406509_102
11,2014,38418406509,1,103,12,6060,38418406509_103
11,2014,38418406509,1,104,12,6060,38418406509_104
11,2014,38418406549,1,101,12,808,38418406549_101
11,2014,38418406552,1,101,12,7579,38418406552_101
11,2014,38418406552,1,102,12,7579,38418406552_102
11,2014,38418406552,1,103,12,7579,38418406552_103
11,2014,38418406692,1,101,12,2480,38418406692_101
11,2014,38418406692,1,102,12,2480,38418406692_102
11,2014,38418406692,1,103,12,2480,38418406692_103
11,2014,38418406692,1,104,12,2480,38418406692_104
11,2014,38418406705,1,101,12,548,38418406705_101
11,2014,38418406705,1,102,12,548,38418406705_102
11,2014,38418406772,1,101,12,8858,38418406772_101
11,2014,38418406772,1,102,12,8858,38418406772_102
11,2014,38418406788,1,101,12,3898,38418406788_101
11,2014,38418406788,1,102,12,3898,38418406788_102
11,2014,38418406788,1,103,12,3898,38418406788_103
11,2014,38418406788,1,104,12,3898,38418406788_104
11,2014,38418406788,1,105,12,3898,38418406788_105
11,2014,38418406788,1,106,12,3898,38418406788_106
11,2014,38418406788,1,107,12,3898,38418406788_107
11,2014,38418406788,1,108,12,3898,38418406788_108
11,2014,38418406932,1,101,12,4564,38418406932_101
11,2014,38418408018,1,101,12,1979,38418408018_101
11,2014,38418408033,1,101,12,1806,38418408033_101
11,2014,38418408033,1,102,12,1806,38418408033_102
11,2014,38418408138,1,101,12,5399,38418408138_101
11,2014,38418408138,1,102,12,5399,38418408138_102
11,2014,38418408138,1,103,12,5399,38418408138_103
11,2014,38418408160,1,101,12,7590,38418408160_101
11,2014,38418408177,1,101,12,17617,38418408177_101
11,2014,38418408177,1,102,12,17617,38418408177_102
11,2014,38418408189,1,101,12,2126,38418408189_101
11,2014,38418408189,1,102,12,2126,38418408189_102
11,2014,38418408189,1,103,12,2126,38418408189_103
11,2014,38418408198,1,101,12,6866,38418408198_101
11,2014,38418408198,1,102,12,6866,38418408198_102
11,2014,38418408198,1,103,12,6866,38418408198_103
11,2014,38418408240,1,101,12,1411,38418408240_101
11,2014,38418408240,1,102,12,1411,38418408240_102
11,2014,38418408246,1,101,12,26788,38418408246_101
11,2014,38418408246,1,102,12,26788,38418408246_102
11,2014,38418408246,1,103,12,26788,38418408246_103
11,2014,38418408246,1,104,12,26788,38418408246_104
11,2014,38418408285,1,101,12,395,38418408285_101
11,2014,38418408297,1,101,12,2880,38418408297_101
11,2014,38418408318,1,101,12,1481,38418408318_101
11,2014,38418408318,1,102,12,1481,38418408318_102
11,2014,38418408318,1,103,12,1481,38418408318_103
11,2014,38418408366,1,101,12,0,38418408366_101
11,2014,38418408383,1,101,12,11379,38418408383_101
11,2014,38418408383,1,102,12,11379,38418408383_102
11,2014,38418408383,1,103,12,11379,38418408383_103
11,2014,38418408383,1,104,12,11379,38418408383_104
11,2014,38418408420,1,101,12,32234,38418408420_101
11,2014,38418408420,1,102,12,32234,38418408420_102
11,2014,38418408420,1,103,12,32234,38418408420_103
11,2014,38418408420,1,104,12,32234,38418408420_104
11,2014,38418408420,1,105,12,32234,38418408420_105
11,2014,38418408440,1,101,12,5183,38418408440_101
11,2014,38418408440,1,102,12,5183,38418408440_102
11,2014,38418408440,1,103,12,5183,38418408440_103
11,2014,38418408440,1,104,12,5183,38418408440_104
11,2014,38418408470,1,101,12,1771,38418408470_101
11,2014,38418408502,1,101,12,2332,38418408502_101
11,2014,38418408502,1,102,12,2332,38418408502_102
11,2014,38418408509,1,101,12,5394,38418408509_101
11,2014,38418408509,1,102,12,5394,38418408509_102
11,2014,38418408509,1,103,12,5394,38418408509_103
11,2014,38418408509,1,104,12,5394,38418408509_104
11,2014,38418408509,1,105,12,5394,38418408509_105
11,2014,38418408509,1,106,12,5394,38418408509_106
11,2014,38418408509,1,107,12,5394,38418408509_107
11,2014,38418408536,1,101,12,721,38418408536_101
11,2014,38418408552,1,101,12,808,38418408552_101
11,2014,38418408552,1,102,12,808,38418408552_102
11,2014,38418408584,1,101,12,4967,38418408584_101
11,2014,38418408584,1,102,12,4967,38418408584_102
11,2014,38418408671,1,101,12,2094,38418408671_101
11,2014,38418408671,1,102,12,2094,38418408671_102
11,2014,38418408751,1,101,12,708,38418408751_101
11,2014,38418408762,1,101,12,2758,38418408762_101
11,2014,38418408762,1,102,12,2758,38418408762_102
11,2014,38418408762,1,103,12,2758,38418408762_103
11,2014,38418408762,1,104,12,2758,38418408762_104
11,2014,38418408772,1,101,12,1884,38418408772_101
11,2014,38418408772,1,102,12,1884,38418408772_102
11,2014,38418408772,1,103,12,1884,38418408772_103
11,2014,38418408851,1,101,12,8072,38418408851_101
11,2014,38418408851,1,102,12,8072,38418408851_102
11,2014,38418408851,1,103,12,8072,38418408851_103
11,2014,38418408966,1,101,12,4640,38418408966_101
11,2014,38418415811,1,101,12,1825,38418415811_101
11,2014,38418415820,1,101,12,2954,38418415820_101
11,2014,38418415849,1,101,12,1260,38418415849_101
11,2014,38418418070,1,101,12,1621,38418418070_101
11,2014,38418418070,1,102,12,1621,38418418070_102
11,2014,38418418070,1,103,12,1621,38418418070_103
11,2014,38418418549,1,101,12,8315,38418418549_101
11,2014,38418418549,1,102,12,8315,38418418549_102
11,2014,38418418549,1,103,12,8315,38418418549_103
11,2014,38418418549,1,104,12,8315,38418418549_104
11,2014,38418418770,1,101,12,2480,38418418770_101
11,2014,38418418770,1,102,12,2480,38418418770_102
11,2014,38418418770,1,103,12,2480,38418418770_103
11,2014,38418418770,1,104,12,2480,38418418770_104
11,2014,38418438338,1,101,12,2951,38418438338_101
11,2014,38418438691,1,101,12,853,38418438691_101
11,2014,38418438705,1,101,12,2300,38418438705_101
11,2014,38418438705,1,102,12,1,38418438705_102
11,2014,38418438705,1,103,12,1,38418438705_103
11,2014,38418438849,1,101,12,3537,38418438849_101
11,2014,38418438849,1,102,12,3537,38418438849_102
11,2014,38418438932,1,101,12,647,38418438932_101
11,2014,38418472023,1,101,12,1086,38418472023_101
11,2014,38418472023,1,102,12,1086,38418472023_102
11,2014,38418472027,1,101,12,1540,38418472027_101
11,2014,38418472027,1,102,12,1540,38418472027_102
11,2014,38418472049,1,101,12,11452,38418472049_101
11,2014,38418472049,1,102,12,11452,38418472049_102
11,2014,38418472049,1,103,12,11452,38418472049_103
11,2014,38418472049,1,104,12,11452,38418472049_104
11,2014,38418472253,1,101,12,0,38418472253_101
11,2014,38418472253,1,102,12,0,38418472253_102
11,2014,38418472253,1,103,12,0,38418472253_103
11,2014,38418472297,1,101,12,1767,38418472297_101
11,2014,38418472297,1,102,12,1767,38418472297_102
11,2014,38418472297,1,103,12,1767,38418472297_103
11,2014,38418472297,1,104,12,1767,38418472297_104
11,2014,38418472297,1,105,12,1767,38418472297_105
11,2014,38418472458,1,101,12,1610,38418472458_101
11,2014,38418472458,1,102,12,7582,38418472458_102
11,2014,38418472539,1,101,12,1915,38418472539_101
11,2014,38418472549,1,101,12,7309,38418472549_101
11,2014,38418472549,1,102,12,7309,38418472549_102
11,2014,38418472622,1,101,12,906,38418472622_101
11,2014,38418472622,1,102,12,906,38418472622_102
11,2014,38418472773,1,101,12,12686,38418472773_101
11,2014,38418472773,1,102,12,12686,38418472773_102
11,2014,38418472773,1,103,12,12686,38418472773_103
11,2014,38418472773,1,104,12,12686,38418472773_104
11,2014,38418472828,1,101,12,3897,38418472828_101
11,2014,38418472828,1,102,12,3897,38418472828_102
11,2014,38418472828,1,103,12,3897,38418472828_103
11,2014,38418472830,1,101,12,10260,38418472830_101
11,2014,38418472830,1,102,12,10260,38418472830_102
11,2014,38418472844,1,101,12,1797,38418472844_101
11,2014,38418472844,1,102,12,1797,38418472844_102
11,2014,38418472844,1,103,12,1797,38418472844_103
11,2014,38418472884,1,101,12,3673,38418472884_101
11,2014,38418472884,1,102,12,3673,38418472884_102
11,2014,38418472948,1,101,12,1966,38418472948_101
11,2014,38418527547,1,101,12,3321,38418527547_101
11,2014,38418527547,1,102,12,3321,38418527547_102
11,2014,38418527602,1,101,12,1958,38418527602_101
11,2014,38418527602,1,102,12,1958,38418527602_102
11,2014,38418527602,1,103,12,1958,38418527602_103
11,2014,38418527602,1,104,12,1958,38418527602_104
11,2014,38418527972,1,101,12,1150,38418527972_101
11,2014,38418527972,1,102,12,1150,38418527972_102
11,2014,38418527972,1,103,12,629,38418527972_103
11,2014,38418533027,1,101,12,4041,38418533027_101
11,2014,38418533167,1,101,12,415,38418533167_101
11,2014,38418533297,1,101,12,1010,38418533297_101
11,2014,38418552018,1,101,12,1506,38418552018_101
11,2014,38418552018,1,102,12,1506,38418552018_102
11,2014,38418552020,1,101,12,4204,38418552020_101
11,2014,38418552020,1,102,12,4204,38418552020_102
11,2014,38418552040,1,101,12,6113,38418552040_101
11,2014,38418552040,1,102,12,6113,38418552040_102
11,2014,38418552040,1,103,12,6113,38418552040_103
11,2014,38418552160,1,101,12,10731,38418552160_101
11,2014,38418552160,1,102,12,10731,38418552160_102
11,2014,38418552160,1,103,12,10731,38418552160_103
11,2014,38418552160,1,104,12,10731,38418552160_104
11,2014,38418552162,1,101,12,740,38418552162_101
11,2014,38418552198,1,101,12,2225,38418552198_101
11,2014,38418552198,1,102,12,2225,38418552198_102
11,2014,38418552210,1,101,12,1878,38418552210_101
11,2014,38418552220,1,101,12,808,38418552220_101
11,2014,38418552247,1,101,12,254,38418552247_101
11,2014,38418552247,1,102,12,254,38418552247_102
11,2014,38418552247,1,103,12,254,38418552247_103
11,2014,38418552247,1,104,12,254,38418552247_104
11,2014,38418552247,1,105,12,254,38418552247_105
11,2014,38418552277,1,101,12,6593,38418552277_101
11,2014,38418552277,1,102,12,6593,38418552277_102
11,2014,38418552318,1,101,12,1035,38418552318_101
11,2014,38418552318,1,102,12,1035,38418552318_102
11,2014,38418552386,1,101,12,4986,38418552386_101
11,2014,38418552386,1,102,12,4986,38418552386_102
11,2014,38418552386,1,103,12,4986,38418552386_103
11,2014,38418552431,1,101,12,1960,38418552431_101
11,2014,38418552444,1,101,12,10116,38418552444_101
11,2014,38418552444,1,102,12,10116,38418552444_102
11,2014,38418552444,1,103,12,10116,38418552444_103
11,2014,38418552458,1,101,12,3226,38418552458_101
11,2014,38418552458,1,102,12,3226,38418552458_102
11,2014,38418552458,1,103,12,3226,38418552458_103
11,2014,38418552509,1,101,12,7213,38418552509_101
11,2014,38418552509,1,102,12,7213,38418552509_102
11,2014,38418552509,1,103,12,7213,38418552509_103
11,2014,38418552519,1,101,12,32986,38418552519_101
11,2014,38418552519,1,102,12,32986,38418552519_102
11,2014,38418552554,1,101,12,2586,38418552554_101
11,2014,38418552554,1,102,12,2586,38418552554_102
11,2014,38418552554,1,103,12,2586,38418552554_103
11,2014,38418552554,1,104,12,2586,38418552554_104
11,2014,38418552584,1,101,12,3478,38418552584_101
11,2014,38418552584,1,102,12,3478,38418552584_102
11,2014,38418552664,1,101,12,23686,38418552664_101
11,2014,38418552664,1,102,12,23686,38418552664_102
11,2014,38418552664,1,103,12,23686,38418552664_103
11,2014,38418552664,1,104,12,23686,38418552664_104
11,2014,38418552671,1,101,12,6813,38418552671_101
11,2014,38418552671,1,102,12,6813,38418552671_102
11,2014,38418552671,1,103,12,6813,38418552671_103
11,2014,38418552671,1,104,12,6813,38418552671_104
11,2014,38418552781,1,101,12,22155,38418552781_101
11,2014,38418552781,1,102,12,22155,38418552781_102
11,2014,38418552848,1,101,12,24786,38418552848_101
11,2014,38418552848,1,102,12,24786,38418552848_102
11,2014,38418552848,1,103,12,24786,38418552848_103
11,2014,38418552848,1,104,12,24786,38418552848_104
11,2014,38418552932,1,101,12,6361,38418552932_101
11,2014,38418552932,1,102,12,6361,38418552932_102
11,2014,38418552932,1,103,12,6361,38418552932_103
11,2014,38418552932,1,104,12,6361,38418552932_104
11,2014,38418555180,1,101,12,22915,38418555180_101
11,2014,38418555180,1,102,12,22915,38418555180_102
11,2014,38418555180,1,103,12,22915,38418555180_103
11,2014,38418555180,1,104,12,22915,38418555180_104
11,2014,38418555426,1,101,12,5437,38418555426_101
11,2014,38418555426,1,102,12,5437,38418555426_102
11,2014,38418555426,1,103,12,5437,38418555426_103
11,2014,38418555426,1,104,12,5437,38418555426_104
11,2014,38418555477,1,101,12,14468,38418555477_101
11,2014,38418555502,1,101,12,1236,38418555502_101
11,2014,38418555591,1,101,12,2135,38418555591_101
11,2014,38418555591,1,102,12,2135,38418555591_102
11,2014,38418555777,1,101,12,5195,38418555777_101
11,2014,38418555777,1,102,12,5195,38418555777_102
11,2014,38418555957,1,101,12,16636,38418555957_101
11,2014,38418597058,1,101,12,6269,38418597058_101
11,2014,38418597058,1,102,12,6269,38418597058_102
11,2014,38418597120,1,101,12,5218,38418597120_101
11,2014,38418597120,1,102,12,5218,38418597120_102
11,2014,38418597120,1,103,12,5218,38418597120_103
11,2014,38418597138,1,101,12,1132,38418597138_101
11,2014,38418597194,1,101,12,745,38418597194_101
11,2014,38418597194,1,102,12,745,38418597194_102
11,2014,38418597194,1,103,12,745,38418597194_103
11,2014,38418597267,1,101,12,6166,38418597267_101
11,2014,38418597267,1,102,12,6166,38418597267_102
11,2014,38418597284,1,101,12,2210,38418597284_101
11,2014,38418597298,1,101,12,1590,38418597298_101
11,2014,38418597298,1,102,12,1590,38418597298_102
11,2014,38418597414,1,101,12,4264,38418597414_101
11,2014,38418597458,1,101,12,2122,38418597458_101
11,2014,38418597486,1,101,12,2055,38418597486_101
11,2014,38418597509,1,101,12,2240,38418597509_101
11,2014,38418597509,1,102,12,2240,38418597509_102
11,2014,38418597518,1,101,12,1776,38418597518_101
11,2014,38418597518,1,102,12,1776,38418597518_102
11,2014,38418597518,1,103,12,1776,38418597518_103
11,2014,38418597549,1,101,12,1500,38418597549_101
11,2014,38418597549,1,102,12,1500,38418597549_102
11,2014,38418597588,1,101,12,8110,38418597588_101
11,2014,38418597588,1,102,12,8110,38418597588_102
11,2014,38418597602,1,101,12,9480,38418597602_101
11,2014,38418597602,1,102,12,9480,38418597602_102
11,2014,38418597638,1,101,12,2963,38418597638_101
11,2014,38418597692,1,101,12,4141,38418597692_101
11,2014,38418597692,1,102,12,0,38418597692_102
11,2014,38418597773,1,101,12,2147,38418597773_101
11,2014,38418597773,1,102,12,2147,38418597773_102
11,2014,38418597811,1,101,12,17709,38418597811_101
11,2014,38418597811,1,102,12,17709,38418597811_102
11,2014,38418597811,1,103,12,17709,38418597811_103
11,2014,38418597811,1,104,12,17709,38418597811_104
11,2014,38418597811,1,105,12,17709,38418597811_105
11,2014,38418597964,1,101,12,7177,38418597964_101
11,2014,38418597967,1,101,12,1788,38418597967_101
11,2014,38418597972,1,101,12,3029,38418597972_101
11,2014,38418597988,1,101,12,8709,38418597988_101
11,2014,38418597988,1,102,12,8709,38418597988_102
11,2014,38418597988,1,103,12,8709,38418597988_103
11,2014,38418604116,1,101,12,6831,38418604116_101
11,2014,38418604116,1,102,12,6831,38418604116_102
11,2014,38418604116,1,103,12,6831,38418604116_103
11,2014,38418604258,1,101,12,3273,38418604258_101
11,2014,38418604311,1,101,12,2023,38418604311_101
11,2014,38418604338,1,101,12,1300,38418604338_101
11,2014,38418604338,1,102,12,1300,38418604338_102
11,2014,38418604394,1,101,12,2160,38418604394_101
11,2014,38418604394,1,102,12,2160,38418604394_102
11,2014,38418604547,1,101,12,3483,38418604547_101
11,2014,38418604811,1,101,12,3775,38418604811_101
11,2014,38418604811,1,102,12,3775,38418604811_102
11,2014,38418604811,1,103,12,3775,38418604811_103
11,2014,38418604811,1,104,12,3775,38418604811_104
11,2014,38418604811,1,105,12,3775,38418604811_105
11,2014,38418604849,1,101,12,15416,38418604849_101
11,2014,38418604849,1,102,12,15416,38418604849_102
11,2014,38418604849,1,103,12,15416,38418604849_103
11,2014,38418604879,1,101,12,562,38418604879_101
11,2014,38418604972,1,101,12,330,38418604972_101
11,2014,38418604972,1,102,12,330,38418604972_102
11,2014,38418609138,1,101,12,0,38418609138_101
11,2014,38418609509,1,101,12,225,38418609509_101
