SHHADID,SPANEL,SSUID,SWAVE,PNUM,MONTHCODE,THTOTINC,unique_ID_2
11,2014,398114945696,3,103,12,1594,398114945696_103
31,2014,398114967080,3,101,12,700,398114967080_101
31,2014,398114967080,3,102,12,650,398114967080_102
11,2014,398114967099,3,101,12,680,398114967099_101
11,2014,398114967235,3,101,12,6376,398114967235_101
11,2014,398114967235,3,102,12,6376,398114967235_102
11,2014,398114967392,3,101,12,2524,398114967392_101
11,2014,398114967392,3,102,12,2524,398114967392_102
11,2014,398114967480,3,101,12,5076,398114967480_101
11,2014,398114967480,3,102,12,5076,398114967480_102
11,2014,398114982123,3,101,12,12281,398114982123_101
21,2014,398114982344,3,101,12,3005,398114982344_101
21,2014,398114982344,3,102,12,3005,398114982344_102
21,2014,398114982344,3,103,12,3005,398114982344_103
21,2014,398114982344,3,201,12,3005,398114982344_201
11,2014,398114995046,3,101,12,3520,398114995046_101
11,2014,398114995046,3,102,12,3520,398114995046_102
11,2014,398114995183,3,101,12,6057,398114995183_101
11,2014,398114995183,3,102,12,6057,398114995183_102
11,2014,398114995183,3,103,12,6057,398114995183_103
11,2014,398114995183,3,201,12,6057,398114995183_201
11,2014,398114995268,3,101,12,1774,398114995268_101
11,2014,398114995268,3,102,12,1774,398114995268_102
11,2014,398114995268,3,103,12,1774,398114995268_103
11,2014,398114995268,3,104,12,1774,398114995268_104
11,2014,398114995268,3,201,12,1774,398114995268_201
11,2014,398114995268,3,202,12,1774,398114995268_202
11,2014,398114995483,3,101,12,5943,398114995483_101
11,2014,398114995483,3,102,12,5943,398114995483_102
11,2014,398114995483,3,103,12,5943,398114995483_103
11,2014,398114995483,3,104,12,5943,398114995483_104
11,2014,398114995531,3,101,12,2700,398114995531_101
11,2014,398114995531,3,102,12,2700,398114995531_102
11,2014,398133341849,3,101,12,332,398133341849_101
31,2014,398133484539,3,101,12,1074,398133484539_101
31,2014,398133484539,3,301,12,8460,398133484539_301
31,2014,398133484539,3,302,12,8460,398133484539_302
31,2014,398133484539,3,303,12,8460,398133484539_303
11,2014,398133641995,3,101,12,84,398133641995_101
11,2014,398133641995,3,301,12,84,398133641995_301
31,2014,398133892828,3,101,12,5432,398133892828_101
31,2014,398133892828,3,301,12,5432,398133892828_301
11,2014,398285021696,3,101,12,2667,398285021696_101
11,2014,398285049338,3,101,12,17207,398285049338_101
11,2014,398285049338,3,102,12,17207,398285049338_102
11,2014,398285057522,3,101,12,12622,398285057522_101
11,2014,398285057522,3,102,12,12622,398285057522_102
11,2014,398285057538,3,101,12,11580,398285057538_101
11,2014,398285057538,3,102,12,11580,398285057538_102
11,2014,398285057538,3,103,12,1,398285057538_103
11,2014,398285073268,3,101,12,2140,398285073268_101
11,2014,398285073268,3,102,12,2140,398285073268_102
11,2014,398285073483,3,101,12,4964,398285073483_101
11,2014,398285073483,3,102,12,4964,398285073483_102
11,2014,398285073483,3,103,12,4964,398285073483_103
11,2014,398285073483,3,104,12,4964,398285073483_104
11,2014,398285073483,3,301,12,4964,398285073483_301
11,2014,398285073521,3,101,12,1698,398285073521_101
11,2014,398285073521,3,102,12,1698,398285073521_102
11,2014,398285073521,3,103,12,1698,398285073521_103
11,2014,398285073521,3,104,12,1698,398285073521_104
11,2014,398285073531,3,101,12,2946,398285073531_101
11,2014,398285073531,3,102,12,2946,398285073531_102
21,2014,398285098338,3,101,12,5169,398285098338_101
21,2014,398285098338,3,201,12,5169,398285098338_201
21,2014,398285098538,3,101,12,10025,398285098538_101
21,2014,398285098538,3,102,12,10025,398285098538_102
21,2014,398285098538,3,103,12,10025,398285098538_103
31,2014,398285098873,3,101,12,8263,398285098873_101
31,2014,398285098873,3,102,12,8263,398285098873_102
31,2014,398285098873,3,103,12,8263,398285098873_103
31,2014,398285098873,3,104,12,8263,398285098873_104
11,2014,398285101258,3,101,12,9904,398285101258_101
11,2014,398285101258,3,102,12,9904,398285101258_102
11,2014,398285101258,3,103,12,9904,398285101258_103
11,2014,398285101258,3,104,12,9904,398285101258_104
11,2014,398285101258,3,105,12,9904,398285101258_105
11,2014,398285101258,3,106,12,9904,398285101258_106
11,2014,398285101258,3,107,12,9904,398285101258_107
11,2014,398285101538,3,101,12,8716,398285101538_101
11,2014,398285101538,3,102,12,8716,398285101538_102
11,2014,398285126123,3,101,12,3656,398285126123_101
11,2014,398285126123,3,102,12,3656,398285126123_102
11,2014,398285126344,3,101,12,10049,398285126344_101
11,2014,398285126344,3,102,12,10049,398285126344_102
11,2014,398285126344,3,103,12,10049,398285126344_103
11,2014,398285126344,3,104,12,10049,398285126344_104
11,2014,398285126593,3,101,12,2604,398285126593_101
31,2014,398285126593,3,102,12,0,398285126593_102
21,2014,398285126696,3,101,12,6982,398285126696_101
21,2014,398285126696,3,102,12,6982,398285126696_102
21,2014,398285126696,3,103,12,6982,398285126696_103
21,2014,398285126696,3,104,12,6982,398285126696_104
11,2014,398285126757,3,101,12,8994,398285126757_101
11,2014,398285126757,3,102,12,8994,398285126757_102
11,2014,398285126757,3,103,12,8994,398285126757_103
11,2014,398285126757,3,104,12,8994,398285126757_104
11,2014,398285172338,3,101,12,8368,398285172338_101
11,2014,398285172338,3,102,12,8368,398285172338_102
11,2014,398285172338,3,103,12,8368,398285172338_103
31,2014,398285172820,3,101,12,21400,398285172820_101
31,2014,398285172820,3,102,12,21400,398285172820_102
31,2014,398285172820,3,103,12,21400,398285172820_103
31,2014,398285172820,3,104,12,21400,398285172820_104
11,2014,398285222738,3,101,12,6159,398285222738_101
11,2014,398285222738,3,102,12,6159,398285222738_102
11,2014,398285222738,3,103,12,6159,398285222738_103
11,2014,398285222738,3,104,12,6159,398285222738_104
11,2014,398285222738,3,105,12,6159,398285222738_105
11,2014,398285222738,3,106,12,6159,398285222738_106
11,2014,398285222738,3,107,12,6159,398285222738_107
11,2014,398285274123,3,101,12,6200,398285274123_101
11,2014,398285274123,3,102,12,6200,398285274123_102
11,2014,398285274155,3,101,12,2180,398285274155_101
11,2014,398285274155,3,102,12,2180,398285274155_102
11,2014,398285274155,3,301,12,2180,398285274155_301
31,2014,398285274255,3,102,12,6302,398285274255_102
31,2014,398285274255,3,103,12,6302,398285274255_103
11,2014,398285274344,3,101,12,7792,398285274344_101
11,2014,398285274344,3,102,12,7792,398285274344_102
11,2014,398285274344,3,103,12,7792,398285274344_103
11,2014,398285274344,3,104,12,7792,398285274344_104
11,2014,398285274344,3,105,12,7792,398285274344_105
11,2014,398285274344,3,106,12,7792,398285274344_106
21,2014,398285274585,3,101,12,23117,398285274585_101
21,2014,398285274585,3,102,12,23117,398285274585_102
21,2014,398285274585,3,103,12,23117,398285274585_103
21,2014,398285274585,3,301,12,23117,398285274585_301
11,2014,398285274757,3,101,12,3492,398285274757_101
11,2014,398285274757,3,102,12,3492,398285274757_102
11,2014,398285274757,3,103,12,3492,398285274757_103
11,2014,398285302268,3,101,12,1382,398285302268_101
31,2014,398285302521,3,101,12,3956,398285302521_101
33,2014,398285302686,3,103,12,1439,398285302686_103
33,2014,398285302686,3,301,12,1439,398285302686_301
31,2014,398285323046,3,101,12,18461,398285323046_101
11,2014,398285323521,3,101,12,9275,398285323521_101
11,2014,398285323521,3,102,12,9275,398285323521_102
11,2014,398285323521,3,103,12,9275,398285323521_103
11,2014,398285323521,3,104,12,9275,398285323521_104
11,2014,398285323521,3,201,12,9275,398285323521_201
11,2014,398285323521,3,301,12,9275,398285323521_301
11,2014,398285323521,3,302,12,9275,398285323521_302
31,2014,398285323531,3,101,12,4258,398285323531_101
31,2014,398285323930,3,101,12,0,398285323930_101
21,2014,398285342948,3,101,12,9229,398285342948_101
21,2014,398285342948,3,102,12,9229,398285342948_102
11,2014,398285382123,3,101,12,114566,398285382123_101
11,2014,398285382123,3,102,12,114566,398285382123_102
11,2014,398285382123,3,103,12,114566,398285382123_103
11,2014,398285382344,3,101,12,9317,398285382344_101
11,2014,398285382344,3,102,12,9317,398285382344_102
11,2014,398285382696,3,101,12,1500,398285382696_101
11,2014,398285382757,3,101,12,6385,398285382757_101
11,2014,398285382757,3,102,12,6385,398285382757_102
11,2014,398285400787,3,101,12,4628,398285400787_101
11,2014,398285400787,3,102,12,4628,398285400787_102
11,2014,398285400787,3,103,12,4628,398285400787_103
11,2014,398285415046,3,101,12,10453,398285415046_101
11,2014,398285415506,3,101,12,23165,398285415506_101
11,2014,398285415506,3,102,12,23165,398285415506_102
11,2014,398285415531,3,101,12,4754,398285415531_101
11,2014,398285415531,3,102,12,4754,398285415531_102
11,2014,398285415531,3,103,12,4754,398285415531_103
11,2014,398285421255,3,101,12,27262,398285421255_101
11,2014,398285421255,3,102,12,27262,398285421255_102
11,2014,398285421255,3,103,12,27262,398285421255_103
11,2014,398285421255,3,301,12,27262,398285421255_301
31,2014,398285421381,3,101,12,5102,398285421381_101
31,2014,398285421381,3,102,12,5102,398285421381_102
31,2014,398285421381,3,103,12,5102,398285421381_103
31,2014,398285421381,3,104,12,5102,398285421381_104
31,2014,398285421381,3,201,12,5102,398285421381_201
11,2014,398285421757,3,102,12,846,398285421757_102
11,2014,398285421787,3,101,12,3769,398285421787_101
11,2014,398285421787,3,102,12,3769,398285421787_102
11,2014,398285438046,3,101,12,6014,398285438046_101
11,2014,398285438046,3,102,12,6014,398285438046_102
11,2014,398285438046,3,103,12,6014,398285438046_103
11,2014,398285438046,3,104,12,6014,398285438046_104
11,2014,398285438046,3,201,12,6014,398285438046_201
11,2014,398285438046,3,301,12,6014,398285438046_301
21,2014,398285438049,3,101,12,3189,398285438049_101
21,2014,398285438049,3,102,12,3189,398285438049_102
21,2014,398285438049,3,301,12,3189,398285438049_301
11,2014,398285438268,3,101,12,8404,398285438268_101
11,2014,398285438506,3,101,12,13222,398285438506_101
11,2014,398285438506,3,102,12,13222,398285438506_102
31,2014,398285438539,3,101,12,10432,398285438539_101
31,2014,398285438539,3,201,12,10432,398285438539_201
31,2014,398285438539,3,202,12,10432,398285438539_202
31,2014,398285438539,3,203,12,10432,398285438539_203
31,2014,398285438539,3,204,12,10432,398285438539_204
31,2014,398285438539,3,205,12,10432,398285438539_205
31,2014,398285438539,3,207,12,10432,398285438539_207
11,2014,398285472010,3,101,12,194,398285472010_101
21,2014,398285472110,3,101,12,6400,398285472110_101
21,2014,398285472110,3,102,12,6400,398285472110_102
21,2014,398285472110,3,103,12,6400,398285472110_103
21,2014,398285472110,3,104,12,6400,398285472110_104
11,2014,398285472268,3,101,12,1876,398285472268_101
11,2014,398285472930,3,101,12,5000,398285472930_101
11,2014,398285501258,3,101,12,10741,398285501258_101
11,2014,398285501258,3,102,12,10741,398285501258_102
11,2014,398285501538,3,101,12,3271,398285501538_101
11,2014,398285501538,3,102,12,3271,398285501538_102
11,2014,398285501873,3,101,12,18140,398285501873_101
11,2014,398285501873,3,301,12,18140,398285501873_301
11,2014,398285501873,3,302,12,18140,398285501873_302
31,2014,398285501948,3,101,12,20309,398285501948_101
31,2014,398285501948,3,102,12,20309,398285501948_102
31,2014,398285501948,3,104,12,20309,398285501948_104
31,2014,398285501948,3,105,12,20309,398285501948_105
11,2014,398285555820,3,101,12,2481,398285555820_101
11,2014,398285555916,3,101,12,0,398285555916_101
11,2014,398285555916,3,102,12,0,398285555916_102
11,2014,398285555916,3,103,12,0,398285555916_103
11,2014,398285555916,3,104,12,0,398285555916_104
11,2014,398285555916,3,105,12,0,398285555916_105
11,2014,398285555916,3,106,12,0,398285555916_106
22,2014,398285588522,3,102,12,9860,398285588522_102
22,2014,398285588522,3,103,12,9860,398285588522_103
11,2014,398285588538,3,101,12,15914,398285588538_101
11,2014,398285588538,3,102,12,15914,398285588538_102
11,2014,398285588538,3,103,12,15914,398285588538_103
11,2014,398285588538,3,104,12,15914,398285588538_104
11,2014,398285597948,3,101,12,1010,398285597948_101
31,2014,398285604538,3,101,12,3262,398285604538_101
31,2014,398285604538,3,102,12,3262,398285604538_102
31,2014,398285604691,3,101,12,3855,398285604691_101
31,2014,398285604691,3,102,12,3855,398285604691_102
32,2014,398285604691,3,103,12,1981,398285604691_103
31,2014,398285604691,3,301,12,3855,398285604691_301
31,2014,398285604691,3,302,12,3855,398285604691_302
31,2014,398285604811,3,101,12,2157,398285604811_101
31,2014,398285604811,3,102,12,2157,398285604811_102
31,2014,398285604849,3,102,12,25228,398285604849_102
31,2014,398285604849,3,103,12,25228,398285604849_103
31,2014,398285604849,3,104,12,25228,398285604849_104
31,2014,398285604849,3,201,12,25228,398285604849_201
31,2014,398285604849,3,301,12,25228,398285604849_301
31,2014,398285604849,3,302,12,25228,398285604849_302
31,2014,398285604849,3,303,12,25228,398285604849_303
21,2014,398285604948,3,101,12,4200,398285604948_101
21,2014,398285604948,3,201,12,4200,398285604948_201
21,2014,398285604948,3,202,12,4200,398285604948_202
11,2014,398285606258,3,101,12,2400,398285606258_101
11,2014,398285606258,3,102,12,2400,398285606258_102
11,2014,398285606258,3,103,12,2400,398285606258_103
11,2014,398285606258,3,104,12,2400,398285606258_104
11,2014,398285606258,3,105,12,2400,398285606258_105
11,2014,398285606338,3,101,12,3311,398285606338_101
11,2014,398285606338,3,102,12,3311,398285606338_102
11,2014,398285606820,3,101,12,11676,398285606820_101
11,2014,398285609811,3,101,12,11121,398285609811_101
11,2014,398285609811,3,102,12,11121,398285609811_102
11,2014,398285609849,3,101,12,4614,398285609849_101
11,2014,398285609849,3,102,12,4614,398285609849_102
11,2014,398285609849,3,103,12,4614,398285609849_103
11,2014,398285609849,3,104,12,4614,398285609849_104
11,2014,398285609849,3,105,12,4614,398285609849_105
11,2014,398285610046,3,101,12,8363,398285610046_101
11,2014,398285610049,3,101,12,9265,398285610049_101
11,2014,398285610049,3,102,12,9265,398285610049_102
11,2014,398285610049,3,103,12,9265,398285610049_103
31,2014,398285610193,3,101,12,7736,398285610193_101
31,2014,398285610193,3,102,12,7736,398285610193_102
31,2014,398285610193,3,103,12,7736,398285610193_103
31,2014,398285610193,3,104,12,7736,398285610193_104
31,2014,398285610193,3,105,12,7736,398285610193_105
31,2014,398285610193,3,301,12,7736,398285610193_301
11,2014,398285610506,3,101,12,7385,398285610506_101
31,2014,398285610506,3,102,12,7385,398285610506_102
11,2014,398285610506,3,103,12,7385,398285610506_103
31,2014,398285610506,3,104,12,7385,398285610506_104
31,2014,398285610506,3,301,12,0,398285610506_301
22,2014,398285610539,3,102,12,583,398285610539_102
11,2014,398285610830,3,101,12,10151,398285610830_101
11,2014,398285610830,3,102,12,10151,398285610830_102
11,2014,398285723046,3,101,12,5714,398285723046_101
11,2014,398285723046,3,102,12,5714,398285723046_102
11,2014,398285723046,3,103,12,5714,398285723046_103
11,2014,398285723046,3,104,12,5714,398285723046_104
31,2014,398285723506,3,101,12,14109,398285723506_101
31,2014,398285723506,3,102,12,14109,398285723506_102
31,2014,398285723506,3,103,12,14109,398285723506_103
31,2014,398285723506,3,104,12,14109,398285723506_104
31,2014,398285723506,3,105,12,14109,398285723506_105
31,2014,398285723506,3,106,12,14109,398285723506_106
31,2014,398285723506,3,301,12,14109,398285723506_301
31,2014,398285723506,3,302,12,14109,398285723506_302
31,2014,398285723506,3,303,12,14109,398285723506_303
21,2014,398285723521,3,101,12,6305,398285723521_101
21,2014,398285723521,3,301,12,6305,398285723521_301
31,2014,398285723930,3,101,12,9030,398285723930_101
31,2014,398285723930,3,102,12,9030,398285723930_102
31,2014,398285723930,3,103,12,9030,398285723930_103
11,2014,398285849538,3,102,12,2126,398285849538_102
21,2014,398285849811,3,101,12,7337,398285849811_101
21,2014,398285849811,3,201,12,7337,398285849811_201
31,2014,398285908123,3,101,12,17269,398285908123_101
31,2014,398285908123,3,301,12,17269,398285908123_301
31,2014,398285908123,3,302,12,17269,398285908123_302
31,2014,398285908123,3,303,12,17269,398285908123_303
21,2014,398285908381,3,101,12,2509,398285908381_101
21,2014,398285908787,3,101,12,3142,398285908787_101
21,2014,398285908787,3,102,12,3142,398285908787_102
21,2014,398285908787,3,301,12,3142,398285908787_301
11,2014,398285911593,3,101,12,2073,398285911593_101
11,2014,398285911593,3,102,12,2073,398285911593_102
11,2014,398285911593,3,103,12,2073,398285911593_103
11,2014,398285911593,3,104,12,2073,398285911593_104
11,2014,398285911593,3,201,12,2073,398285911593_201
21,2014,398285929506,3,101,12,10517,398285929506_101
21,2014,398285929506,3,301,12,10517,398285929506_301
11,2014,398285929521,3,101,12,0,398285929521_101
11,2014,398285929738,3,101,12,5600,398285929738_101
11,2014,398285929738,3,102,12,5600,398285929738_102
11,2014,398285988258,3,101,12,16975,398285988258_101
11,2014,398285988258,3,102,12,16975,398285988258_102
32,2014,398285988258,3,103,12,638,398285988258_103
31,2014,398285988258,3,104,12,2167,398285988258_104
11,2014,398285988538,3,101,12,4679,398285988538_101
11,2014,398285988538,3,102,12,4679,398285988538_102
11,2014,398285988538,3,103,12,4679,398285988538_103
11,2014,398285988538,3,104,12,4679,398285988538_104
31,2014,398285988849,3,101,12,92592,398285988849_101
31,2014,398285988849,3,102,12,92592,398285988849_102
11,2014,398334114375,3,101,12,1671,398334114375_101
31,2014,398334114916,3,101,12,2436,398334114916_101
11,2014,398334209324,3,101,12,2600,398334209324_101
11,2014,398334209916,3,101,12,6292,398334209916_101
11,2014,398334209916,3,102,12,6292,398334209916_102
11,2014,398334209916,3,103,12,6292,398334209916_103
31,2014,398334932324,3,101,12,1683,398334932324_101
11,2014,398334967995,3,101,12,3708,398334967995_101
11,2014,398334967995,3,102,12,3708,398334967995_102
11,2014,398342136099,3,101,12,1460,398342136099_101
11,2014,398342136334,3,101,12,4626,398342136334_101
11,2014,398342136334,3,102,12,4626,398342136334_102
11,2014,398342136334,3,103,12,4626,398342136334_103
11,2014,398342136334,3,104,12,4626,398342136334_104
11,2014,398342136334,3,201,12,4626,398342136334_201
11,2014,398342136392,3,101,12,4002,398342136392_101
11,2014,398342136392,3,102,12,4002,398342136392_102
11,2014,398342136480,3,101,12,1173,398342136480_101
11,2014,398342136594,3,101,12,4698,398342136594_101
11,2014,398342136594,3,102,12,4698,398342136594_102
11,2014,398342285046,3,101,12,4501,398342285046_101
11,2014,398342285046,3,102,12,4501,398342285046_102
11,2014,398342285123,3,101,12,734,398342285123_101
11,2014,398342285123,3,102,12,734,398342285123_102
11,2014,398342285255,3,101,12,2790,398342285255_101
11,2014,398342285255,3,102,12,2790,398342285255_102
11,2014,398342285521,3,101,12,7409,398342285521_101
11,2014,398342285521,3,102,12,7409,398342285521_102
11,2014,398342285585,3,101,12,1703,398342285585_101
11,2014,398342285585,3,102,12,1703,398342285585_102
11,2014,398342285585,3,103,12,1703,398342285585_103
21,2014,398342285686,3,101,12,0,398342285686_101
21,2014,398342285686,3,102,12,0,398342285686_102
11,2014,398342552183,3,101,12,9771,398342552183_101
11,2014,398342552183,3,201,12,9771,398342552183_201
11,2014,398342552235,3,101,12,6494,398342552235_101
11,2014,398342552235,3,102,12,6494,398342552235_102
11,2014,398342552235,3,201,12,6494,398342552235_201
11,2014,398342552235,3,301,12,6494,398342552235_301
11,2014,398342552276,3,101,12,5149,398342552276_101
11,2014,398342552276,3,102,12,5149,398342552276_102
11,2014,398342552276,3,103,12,5149,398342552276_103
11,2014,398342552334,3,101,12,16431,398342552334_101
31,2014,398342552334,3,102,12,0,398342552334_102
31,2014,398342552334,3,103,12,0,398342552334_103
11,2014,398342552594,3,101,12,2857,398342552594_101
11,2014,398342552594,3,102,12,2857,398342552594_102
11,2014,398342552594,3,103,12,2857,398342552594_103
11,2014,398342552599,3,101,12,1092,398342552599_101
11,2014,398342552599,3,102,12,1092,398342552599_102
11,2014,398342552599,3,103,12,1092,398342552599_103
11,2014,398342552599,3,301,12,1092,398342552599_301
11,2014,398342552647,3,101,12,2800,398342552647_101
11,2014,398342552647,3,102,12,2800,398342552647_102
11,2014,398342552647,3,103,12,2800,398342552647_103
11,2014,398342816054,3,101,12,1400,398342816054_101
11,2014,398342816054,3,102,12,1400,398342816054_102
31,2014,398342816054,3,103,12,15678,398342816054_103
11,2014,398342816054,3,104,12,1400,398342816054_104
31,2014,398342816054,3,301,12,15678,398342816054_301
31,2014,398342816054,3,302,12,15678,398342816054_302
31,2014,398342816054,3,303,12,15678,398342816054_303
11,2014,398342816183,3,101,12,1130,398342816183_101
11,2014,398342816535,3,101,12,4258,398342816535_101
11,2014,398342816840,3,101,12,3528,398342816840_101
11,2014,398342816840,3,102,12,3528,398342816840_102
11,2014,398342860593,3,101,12,1825,398342860593_101
11,2014,398342860593,3,102,12,1825,398342860593_102
11,2014,398342995255,3,101,12,278,398342995255_101
11,2014,398342995255,3,102,12,278,398342995255_102
11,2014,398342995757,3,101,12,7910,398342995757_101
11,2014,398342995757,3,102,12,7910,398342995757_102
11,2014,398342995787,3,101,12,1000,398342995787_101
11,2014,398342995787,3,102,12,1000,398342995787_102
31,2014,398379341849,3,101,12,1520,398379341849_101
21,2014,398406023537,3,102,12,0,398406023537_102
31,2014,398406023916,3,101,12,1,398406023916_101
11,2014,398406114089,3,101,12,9461,398406114089_101
11,2014,398406114089,3,102,12,9461,398406114089_102
11,2014,398406114401,3,101,12,11609,398406114401_101
11,2014,398406114401,3,102,12,11609,398406114401_102
11,2014,398406138324,3,101,12,3160,398406138324_101
11,2014,398406138324,3,102,12,3160,398406138324_102
11,2014,398406172276,3,101,12,10287,398406172276_101
11,2014,398406172276,3,102,12,10287,398406172276_102
11,2014,398406172276,3,103,12,10287,398406172276_103
11,2014,398406172276,3,104,12,10287,398406172276_104
11,2014,398406172276,3,105,12,10287,398406172276_105
11,2014,398406204916,3,101,12,5331,398406204916_101
11,2014,398406204916,3,102,12,5331,398406204916_102
11,2014,398406209089,3,101,12,1751,398406209089_101
21,2014,398406209324,3,101,12,2214,398406209324_101
11,2014,398406209324,3,102,12,2343,398406209324_102
11,2014,398406209862,3,101,12,8534,398406209862_101
11,2014,398406209862,3,102,12,8534,398406209862_102
11,2014,398406209862,3,103,12,8534,398406209862_103
11,2014,398406209916,3,101,12,6680,398406209916_101
11,2014,398406215855,3,103,12,602,398406215855_103
31,2014,398406342159,3,101,12,4939,398406342159_101
11,2014,398406342599,3,101,12,2725,398406342599_101
31,2014,398406342840,3,101,12,2449,398406342840_101
31,2014,398406342840,3,301,12,2449,398406342840_301
11,2014,398406932324,3,101,12,4993,398406932324_101
11,2014,398406932324,3,102,12,4993,398406932324_102
11,2014,398406932916,3,101,12,4533,398406932916_101
11,2014,398406932916,3,102,12,4533,398406932916_102
11,2014,398406932916,3,103,12,4533,398406932916_103
11,2014,398406932916,3,104,12,4533,398406932916_104
11,2014,398406967855,3,101,12,3913,398406967855_101
11,2014,398406967862,3,101,12,3590,398406967862_101
11,2014,398406967862,3,102,12,3590,398406967862_102
11,2014,398418021080,3,101,12,2437,398418021080_101
11,2014,398418021080,3,102,12,2437,398418021080_102
11,2014,398418021159,3,101,12,1500,398418021159_101
21,2014,398418021334,3,101,12,1366,398418021334_101
11,2014,398418021392,3,101,12,12788,398418021392_101
11,2014,398418021392,3,102,12,12788,398418021392_102
11,2014,398418021392,3,103,12,12788,398418021392_103
11,2014,398418021535,3,101,12,888,398418021535_101
11,2014,398418021535,3,102,12,888,398418021535_102
11,2014,398418021880,3,101,12,9253,398418021880_101
11,2014,398418021880,3,102,12,9253,398418021880_102
11,2014,398418049531,3,101,12,4180,398418049531_101
11,2014,398418049979,3,101,12,4699,398418049979_101
11,2014,398418049979,3,102,12,4699,398418049979_102
21,2014,398418057255,3,101,12,3142,398418057255_101
21,2014,398418057255,3,102,12,3142,398418057255_102
21,2014,398418057255,3,103,12,3142,398418057255_103
21,2014,398418057255,3,104,12,3142,398418057255_104
21,2014,398418057255,3,105,12,3142,398418057255_105
11,2014,398418057585,3,101,12,9470,398418057585_101
11,2014,398418057585,3,102,12,9470,398418057585_102
11,2014,398418057757,3,101,12,3100,398418057757_101
11,2014,398418057757,3,102,12,3100,398418057757_102
11,2014,398418057757,3,103,12,3100,398418057757_103
11,2014,398418057757,3,104,12,3100,398418057757_104
11,2014,398418057757,3,105,12,3100,398418057757_105
11,2014,398418098009,3,101,12,6257,398418098009_101
11,2014,398418098535,3,101,12,2303,398418098535_101
11,2014,398418098535,3,201,12,2303,398418098535_201
11,2014,398418098535,3,202,12,2303,398418098535_202
11,2014,398418101009,3,101,12,4993,398418101009_101
11,2014,398418101009,3,102,12,4993,398418101009_102
11,2014,398418101009,3,103,12,4993,398418101009_103
11,2014,398418101009,3,104,12,4993,398418101009_104
11,2014,398418126235,3,101,12,34850,398418126235_101
11,2014,398418126235,3,102,12,34850,398418126235_102
11,2014,398418126235,3,103,12,34850,398418126235_103
11,2014,398418135738,3,101,12,0,398418135738_101
11,2014,398418135738,3,102,12,0,398418135738_102
11,2014,398418135738,3,103,12,0,398418135738_103
11,2014,398418135738,3,201,12,0,398418135738_201
11,2014,398418199089,3,101,12,375,398418199089_101
11,2014,398418199537,3,101,12,723,398418199537_101
11,2014,398418199686,3,101,12,6334,398418199686_101
11,2014,398418199686,3,102,12,6334,398418199686_102
11,2014,398418199686,3,103,12,6334,398418199686_103
11,2014,398418199686,3,201,12,6334,398418199686_201
11,2014,398418199686,3,301,12,6334,398418199686_301
11,2014,398418199686,3,302,12,6334,398418199686_302
11,2014,398418199862,3,101,12,3410,398418199862_101
11,2014,398418199862,3,102,12,3410,398418199862_102
11,2014,398418199862,3,103,12,3410,398418199862_103
11,2014,398418199995,3,101,12,2539,398418199995_101
11,2014,398418209046,3,101,12,11099,398418209046_101
11,2014,398418209046,3,102,12,11099,398418209046_102
11,2014,398418209521,3,101,12,2647,398418209521_101
11,2014,398418209521,3,102,12,2647,398418209521_102
11,2014,398418209647,3,101,12,8333,398418209647_101
31,2014,398418209647,3,102,12,6728,398418209647_102
31,2014,398418209647,3,301,12,6728,398418209647_301
11,2014,398418209954,3,101,12,18613,398418209954_101
11,2014,398418209954,3,102,12,18613,398418209954_102
11,2014,398418215995,3,101,12,23169,398418215995_101
11,2014,398418215995,3,102,12,23169,398418215995_102
11,2014,398418215995,3,103,12,23169,398418215995_103
31,2014,398418274381,3,101,12,6929,398418274381_101
31,2014,398418274381,3,102,12,6929,398418274381_102
31,2014,398418274381,3,301,12,4538,398418274381_301
31,2014,398418274381,3,302,12,4538,398418274381_302
31,2014,398418274381,3,303,12,6929,398418274381_303
11,2014,398418274696,3,101,12,842,398418274696_101
11,2014,398418274696,3,102,12,842,398418274696_102
11,2014,398418274696,3,103,12,842,398418274696_103
11,2014,398418274696,3,104,12,842,398418274696_104
11,2014,398418274696,3,201,12,842,398418274696_201
11,2014,398418274787,3,101,12,5281,398418274787_101
11,2014,398418274787,3,102,12,5281,398418274787_102
11,2014,398418276392,3,101,12,3506,398418276392_101
11,2014,398418276392,3,102,12,3506,398418276392_102
11,2014,398418285080,3,101,12,4501,398418285080_101
11,2014,398418285159,3,101,12,9438,398418285159_101
11,2014,398418285159,3,102,12,9438,398418285159_102
11,2014,398418285159,3,103,12,9438,398418285159_103
11,2014,398418285480,3,101,12,7558,398418285480_101
11,2014,398418285480,3,102,12,7558,398418285480_102
31,2014,398418285489,3,101,12,5793,398418285489_101
31,2014,398418285489,3,102,12,5793,398418285489_102
31,2014,398418285489,3,103,12,5793,398418285489_103
31,2014,398418285489,3,104,12,5793,398418285489_104
11,2014,398418285567,3,101,12,1781,398418285567_101
11,2014,398418285840,3,101,12,3333,398418285840_101
11,2014,398418334046,3,101,12,4897,398418334046_101
11,2014,398418334046,3,102,12,4897,398418334046_102
11,2014,398418334046,3,103,12,4897,398418334046_103
11,2014,398418334140,3,101,12,5864,398418334140_101
11,2014,398418334140,3,102,12,5864,398418334140_102
11,2014,398418334159,3,101,12,7292,398418334159_101
11,2014,398418334159,3,102,12,7292,398418334159_102
11,2014,398418334483,3,101,12,8190,398418334483_101
