SHHADID,SPANEL,SSUID,SWAVE,PNUM,MONTHCODE,THTOTINC,unique_ID_2
11,2014,418294283,2,103,12,5156,000418294283_103
11,2014,418294283,2,104,12,5156,000418294283_104
11,2014,418294852,2,101,12,1669,000418294852_101
11,2014,418294852,2,102,12,1669,000418294852_102
11,2014,418294946,2,101,12,26149,000418294946_101
11,2014,418303086,2,101,12,3104,000418303086_101
11,2014,418303086,2,102,12,3104,000418303086_102
11,2014,418303086,2,103,12,3104,000418303086_103
11,2014,418303316,2,101,12,4077,000418303316_101
11,2014,418303449,2,101,12,6687,000418303449_101
11,2014,418303449,2,102,12,6687,000418303449_102
11,2014,418303449,2,103,12,6687,000418303449_103
11,2014,418303905,2,101,12,8786,000418303905_101
11,2014,418303905,2,102,12,8786,000418303905_102
11,2014,418303905,2,104,12,8786,000418303905_104
11,2014,418334060,2,101,12,17453,000418334060_101
11,2014,418334060,2,102,12,17453,000418334060_102
11,2014,418334197,2,101,12,12,000418334197_101
11,2014,418334197,2,102,12,12,000418334197_102
11,2014,418334259,2,101,12,22429,000418334259_101
11,2014,418334259,2,102,12,22429,000418334259_102
11,2014,418334259,2,103,12,22429,000418334259_103
21,2014,418334596,2,101,12,3307,000418334596_101
11,2014,418334944,2,101,12,10738,000418334944_101
11,2014,418334944,2,102,12,10738,000418334944_102
11,2014,418334944,2,103,12,10738,000418334944_103
11,2014,418342067,2,101,12,3132,000418342067_101
11,2014,418342067,2,102,12,3132,000418342067_102
11,2014,418342067,2,103,12,3132,000418342067_103
11,2014,418342067,2,104,12,3132,000418342067_104
11,2014,418359149,2,101,12,20866,000418359149_101
11,2014,418359149,2,102,12,20866,000418359149_102
11,2014,418359259,2,101,12,-178,000418359259_101
11,2014,418359259,2,102,12,-178,000418359259_102
11,2014,418359294,2,101,12,17219,000418359294_101
11,2014,418359294,2,102,12,17219,000418359294_102
11,2014,418359660,2,101,12,6682,000418359660_101
11,2014,418359660,2,102,12,6682,000418359660_102
11,2014,418359660,2,103,12,6682,000418359660_103
11,2014,418359944,2,101,12,-1137,000418359944_101
11,2014,418359944,2,102,12,-1137,000418359944_102
11,2014,418406060,2,101,12,4774,000418406060_101
11,2014,418406060,2,102,12,4774,000418406060_102
11,2014,418406116,2,101,12,405,000418406116_101
21,2014,418406267,2,101,12,1229,000418406267_101
11,2014,418406297,2,101,12,6756,000418406297_101
11,2014,418406297,2,102,12,6756,000418406297_102
11,2014,418406502,2,101,12,5233,000418406502_101
11,2014,418406502,2,102,12,5233,000418406502_102
11,2014,418406582,2,101,12,1000,000418406582_101
11,2014,418406596,2,101,12,4399,000418406596_101
11,2014,418406596,2,102,12,4399,000418406596_102
11,2014,418406622,2,101,12,6385,000418406622_101
11,2014,418406622,2,102,12,6385,000418406622_102
11,2014,418406622,2,103,12,6385,000418406622_103
11,2014,418406622,2,104,12,6385,000418406622_104
11,2014,418406622,2,105,12,6385,000418406622_105
11,2014,418406660,2,101,12,3262,000418406660_101
11,2014,418406660,2,102,12,3262,000418406660_102
11,2014,418406660,2,103,12,3262,000418406660_103
11,2014,418406788,2,101,12,7558,000418406788_101
11,2014,418406788,2,102,12,7558,000418406788_102
11,2014,418406801,2,101,12,1600,000418406801_101
11,2014,418406883,2,101,12,4884,000418406883_101
22,2014,418406919,2,102,12,7324,000418406919_102
22,2014,418406919,2,201,12,7324,000418406919_201
22,2014,418406919,2,202,12,7324,000418406919_202
11,2014,418408149,2,101,12,1190,000418408149_101
11,2014,418408197,2,101,12,5621,000418408197_101
11,2014,418408197,2,102,12,5621,000418408197_102
11,2014,418408197,2,103,12,5621,000418408197_103
11,2014,418408197,2,201,12,5621,000418408197_201
11,2014,418408660,2,101,12,1677,000418408660_101
11,2014,418408660,2,201,12,1677,000418408660_201
11,2014,418408660,2,202,12,1677,000418408660_202
11,2014,418408660,2,203,12,1677,000418408660_203
11,2014,418408660,2,204,12,1677,000418408660_204
11,2014,418408944,2,101,12,4621,000418408944_101
11,2014,418408944,2,102,12,4621,000418408944_102
11,2014,418415023,2,101,12,1457,000418415023_101
21,2014,418415746,2,101,12,1650,000418415746_101
21,2014,418415746,2,102,12,1650,000418415746_102
21,2014,418415746,2,103,12,1650,000418415746_103
21,2014,418415746,2,104,12,1650,000418415746_104
11,2014,418418174,2,101,12,2650,000418418174_101
11,2014,418418174,2,102,12,2650,000418418174_102
11,2014,418418267,2,101,12,1229,000418418267_101
11,2014,418418903,2,101,12,3138,000418418903_101
21,2014,418438070,2,101,12,7308,000418438070_101
21,2014,418438070,2,102,12,7308,000418438070_102
21,2014,418438070,2,201,12,7308,000418438070_201
21,2014,418438465,2,101,12,3543,000418438465_101
11,2014,418438765,2,101,12,1497,000418438765_101
11,2014,418472070,2,101,12,3611,000418472070_101
11,2014,418472070,2,102,12,3611,000418472070_102
11,2014,418472070,2,103,12,3611,000418472070_103
11,2014,418472070,2,104,12,3611,000418472070_104
11,2014,418494086,2,101,12,20532,000418494086_101
11,2014,418494086,2,102,12,20532,000418494086_102
11,2014,418494086,2,103,12,20532,000418494086_103
11,2014,418494086,2,104,12,20532,000418494086_104
11,2014,418494905,2,101,12,2380,000418494905_101
11,2014,418494946,2,101,12,3978,000418494946_101
11,2014,418494946,2,102,12,3978,000418494946_102
11,2014,418494946,2,103,12,3978,000418494946_103
11,2014,418494946,2,104,12,3978,000418494946_104
11,2014,418500162,2,101,12,2600,000418500162_101
11,2014,418500162,2,102,12,2600,000418500162_102
11,2014,418500162,2,103,12,2600,000418500162_103
11,2014,418500458,2,101,12,4263,000418500458_101
11,2014,418500458,2,102,12,4263,000418500458_102
11,2014,418500458,2,103,12,4263,000418500458_103
11,2014,418500458,2,104,12,4263,000418500458_104
11,2014,418500692,2,101,12,3384,000418500692_101
11,2014,418500692,2,102,12,3384,000418500692_102
11,2014,418500692,2,103,12,3384,000418500692_103
11,2014,418500692,2,104,12,3384,000418500692_104
11,2014,418500692,2,105,12,3384,000418500692_105
11,2014,418500692,2,106,12,3384,000418500692_106
11,2014,418500692,2,201,12,3384,000418500692_201
11,2014,418500705,2,101,12,2214,000418500705_101
11,2014,418500773,2,101,12,967,000418500773_101
11,2014,418500994,2,101,12,4712,000418500994_101
11,2014,418501389,2,101,12,5460,000418501389_101
11,2014,418501389,2,102,12,5460,000418501389_102
11,2014,418501494,2,101,12,1480,000418501494_101
21,2014,418533619,2,101,12,800,000418533619_101
22,2014,418533619,2,102,12,6643,000418533619_102
21,2014,418533619,2,103,12,800,000418533619_103
21,2014,418533619,2,104,12,800,000418533619_104
11,2014,418533950,2,101,12,2894,000418533950_101
11,2014,418533950,2,102,12,2894,000418533950_102
11,2014,418533950,2,103,12,2894,000418533950_103
11,2014,418552692,2,101,12,4533,000418552692_101
11,2014,418552692,2,102,12,4533,000418552692_102
11,2014,418552705,2,101,12,2613,000418552705_101
11,2014,418552705,2,102,12,2613,000418552705_102
11,2014,418552705,2,103,12,2613,000418552705_103
11,2014,418552773,2,101,12,2222,000418552773_101
11,2014,418552773,2,102,12,2222,000418552773_102
11,2014,418552994,2,101,12,0,000418552994_101
11,2014,418555070,2,101,12,2600,000418555070_101
11,2014,418606494,2,101,12,2379,000418606494_101
11,2014,418606494,2,102,12,2379,000418606494_102
11,2014,418606494,2,201,12,2379,000418606494_201
11,2014,418606494,2,202,12,2379,000418606494_202
11,2014,418606494,2,203,12,2379,000418606494_203
11,2014,418606494,2,204,12,2379,000418606494_204
11,2014,418606494,2,205,12,2379,000418606494_205
11,2014,418609029,2,101,12,9127,000418609029_101
11,2014,418609029,2,102,12,9127,000418609029_102
11,2014,418609029,2,103,12,9127,000418609029_103
11,2014,418609142,2,101,12,730,000418609142_101
11,2014,418609319,2,101,12,3212,000418609319_101
11,2014,418609553,2,101,12,3720,000418609553_101
11,2014,418609553,2,102,12,3720,000418609553_102
21,2014,418610770,2,101,12,768,000418610770_101
11,2014,418635162,2,101,12,3986,000418635162_101
21,2014,418635994,2,101,12,4573,000418635994_101
22,2014,418635994,2,102,12,3981,000418635994_102
21,2014,418635994,2,103,12,4573,000418635994_103
22,2014,418635994,2,201,12,1183,000418635994_201
11,2014,418662431,2,101,12,7893,000418662431_101
11,2014,418662431,2,102,12,7893,000418662431_102
11,2014,418662431,2,103,12,7893,000418662431_103
11,2014,418662431,2,104,12,7893,000418662431_104
11,2014,418662549,2,101,12,4079,000418662549_101
11,2014,418662994,2,101,12,2737,000418662994_101
11,2014,418662994,2,103,12,2737,000418662994_103
11,2014,418662994,2,104,12,2737,000418662994_104
11,2014,418662994,2,201,12,2737,000418662994_201
11,2014,418688149,2,101,12,4654,000418688149_101
11,2014,418688207,2,101,12,399,000418688207_101
11,2014,418688207,2,102,12,399,000418688207_102
11,2014,418688207,2,103,12,399,000418688207_103
11,2014,418688259,2,101,12,857,000418688259_101
11,2014,418688294,2,101,12,14811,000418688294_101
11,2014,418688294,2,102,12,14811,000418688294_102
11,2014,418688660,2,101,12,9329,000418688660_101
11,2014,418688660,2,102,12,9329,000418688660_102
11,2014,418688660,2,103,12,9329,000418688660_103
11,2014,418688831,2,101,12,9351,000418688831_101
11,2014,418688831,2,102,12,9351,000418688831_102
11,2014,418688831,2,103,12,9351,000418688831_103
21,2014,418688944,2,101,12,3646,000418688944_101
11,2014,418689173,2,101,12,5036,000418689173_101
11,2014,418689243,2,101,12,2155,000418689243_101
11,2014,418689494,2,101,12,25378,000418689494_101
11,2014,418689494,2,102,12,25378,000418689494_102
11,2014,418689494,2,103,12,25378,000418689494_103
11,2014,418689553,2,101,12,1100,000418689553_101
11,2014,418689655,2,101,12,3792,000418689655_101
11,2014,418689655,2,102,12,3792,000418689655_102
11,2014,418755283,2,101,12,6231,000418755283_101
11,2014,418755283,2,102,12,6231,000418755283_102
11,2014,418755291,2,101,12,1290,000418755291_101
11,2014,418755903,2,101,12,3112,000418755903_101
11,2014,418755946,2,101,12,905,000418755946_101
11,2014,418755946,2,102,12,905,000418755946_102
11,2014,418755946,2,103,12,905,000418755946_103
11,2014,418755946,2,104,12,905,000418755946_104
11,2014,418755946,2,201,12,905,000418755946_201
11,2014,418755946,2,202,12,905,000418755946_202
11,2014,418756162,2,101,12,1391,000418756162_101
11,2014,418756162,2,102,12,1391,000418756162_102
11,2014,418756431,2,101,12,5921,000418756431_101
11,2014,418756431,2,102,12,5921,000418756431_102
11,2014,418756458,2,101,12,1871,000418756458_101
11,2014,418783162,2,101,12,2104,000418783162_101
11,2014,418783458,2,101,12,8442,000418783458_101
11,2014,418783458,2,102,12,8442,000418783458_102
11,2014,418783549,2,101,12,5164,000418783549_101
11,2014,418809086,2,101,12,8648,000418809086_101
11,2014,418809086,2,102,12,8648,000418809086_102
21,2014,418809291,2,101,12,3325,000418809291_101
21,2014,418809291,2,102,12,3325,000418809291_102
21,2014,418809291,2,103,12,3325,000418809291_103
21,2014,418809291,2,104,12,3325,000418809291_104
11,2014,418809449,2,101,12,3515,000418809449_101
11,2014,418809449,2,102,12,3515,000418809449_102
11,2014,418809852,2,101,12,201,000418809852_101
11,2014,418809852,2,102,12,201,000418809852_102
11,2014,418809946,2,101,12,8684,000418809946_101
11,2014,418816994,2,101,12,3267,000418816994_101
11,2014,418816994,2,102,12,3267,000418816994_102
11,2014,418828887,2,101,12,1532,000418828887_101
11,2014,418828887,2,102,12,1532,000418828887_102
11,2014,418828887,2,103,12,1532,000418828887_103
11,2014,418828887,2,104,12,1532,000418828887_104
11,2014,418828887,2,105,12,1532,000418828887_105
11,2014,418847138,2,101,12,2227,000418847138_101
11,2014,418847138,2,102,12,2227,000418847138_102
11,2014,418847138,2,103,12,2227,000418847138_103
11,2014,418847509,2,101,12,4205,000418847509_101
11,2014,418847509,2,102,12,4205,000418847509_102
11,2014,418847509,2,103,12,4205,000418847509_103
11,2014,418847509,2,104,12,4205,000418847509_104
11,2014,418847549,2,101,12,19162,000418847549_101
11,2014,418847584,2,101,12,6621,000418847584_101
11,2014,418847584,2,102,12,6621,000418847584_102
11,2014,418847773,2,101,12,23842,000418847773_101
11,2014,418847804,2,101,12,3731,000418847804_101
11,2014,418847804,2,102,12,3731,000418847804_102
11,2014,418847804,2,103,12,3731,000418847804_103
11,2014,418847844,2,102,12,6087,000418847844_102
11,2014,418847844,2,103,12,6087,000418847844_103
11,2014,418847844,2,201,12,6087,000418847844_201
21,2014,418892932,2,101,12,4207,000418892932_101
11,2014,418925197,2,101,12,4694,000418925197_101
21,2014,418925197,2,102,12,4141,000418925197_102
11,2014,418925294,2,101,12,3897,000418925294_101
11,2014,418925294,2,102,12,3897,000418925294_102
11,2014,418925630,2,102,12,0,000418925630_102
11,2014,418925660,2,101,12,17722,000418925660_101
11,2014,418925660,2,102,12,17722,000418925660_102
11,2014,418925660,2,103,12,17722,000418925660_103
11,2014,418925831,2,101,12,2480,000418925831_101
11,2014,418932035,2,101,12,1839,000418932035_101
11,2014,418932086,2,101,12,14557,000418932086_101
11,2014,418932086,2,102,12,14557,000418932086_102
11,2014,418932283,2,101,12,9920,000418932283_101
11,2014,418932283,2,102,12,9920,000418932283_102
11,2014,418932373,2,101,12,3308,000418932373_101
11,2014,418932449,2,101,12,3046,000418932449_101
11,2014,418932449,2,102,12,3046,000418932449_102
11,2014,418932689,2,101,12,1130,000418932689_101
11,2014,418932903,2,101,12,2200,000418932903_101
11,2014,418932946,2,101,12,5696,000418932946_101
11,2014,418932946,2,102,12,5696,000418932946_102
11,2014,418945040,2,101,12,4102,000418945040_101
11,2014,418945040,2,102,12,4102,000418945040_102
21,2014,418945509,2,101,12,2900,000418945509_101
21,2014,418945509,2,102,12,2900,000418945509_102
11,2014,418945584,2,101,12,1555,000418945584_101
11,2014,418945584,2,102,12,1555,000418945584_102
11,2014,418945705,2,101,12,5307,000418945705_101
11,2014,418945772,2,101,12,1840,000418945772_101
11,2014,418967035,2,101,12,2123,000418967035_101
11,2014,418967035,2,102,12,2123,000418967035_102
11,2014,418967174,2,101,12,0,000418967174_101
11,2014,418967174,2,102,12,0,000418967174_102
11,2014,418967291,2,101,12,3794,000418967291_101
11,2014,418967291,2,102,12,3794,000418967291_102
21,2014,418967291,2,103,12,2364,000418967291_103
11,2014,418967291,2,104,12,3794,000418967291_104
11,2014,418967291,2,105,12,3794,000418967291_105
21,2014,418967291,2,201,12,2364,000418967291_201
21,2014,418967291,2,202,12,2364,000418967291_202
11,2014,418967852,2,101,12,10657,000418967852_101
11,2014,418967852,2,102,12,10657,000418967852_102
11,2014,418967852,2,103,12,10657,000418967852_103
11,2014,418967852,2,104,12,10657,000418967852_104
11,2014,418967903,2,101,12,3992,000418967903_101
11,2014,418967903,2,102,12,3992,000418967903_102
11,2014,418967905,2,101,12,2313,000418967905_101
11,2014,418967905,2,102,12,2313,000418967905_102
11,2014,418967905,2,103,12,2313,000418967905_103
11,2014,418982431,2,101,12,7380,000418982431_101
11,2014,418982431,2,102,12,7380,000418982431_102
11,2014,418982431,2,103,12,7380,000418982431_103
11,2014,418982431,2,104,12,7380,000418982431_104
11,2014,418982431,2,105,12,7380,000418982431_105
11,2014,418982431,2,106,12,7380,000418982431_106
11,2014,418982692,2,101,12,4172,000418982692_101
11,2014,418982692,2,102,12,4172,000418982692_102
11,2014,418982692,2,103,12,4172,000418982692_103
11,2014,418982705,2,101,12,4225,000418982705_101
11,2014,418988319,2,101,12,1949,000418988319_101
11,2014,418988319,2,102,12,1949,000418988319_102
11,2014,418988319,2,103,12,1949,000418988319_103
11,2014,418988553,2,101,12,4370,000418988553_101
11,2014,418988553,2,102,12,4370,000418988553_102
11,2014,418995086,2,101,12,1490,000418995086_101
11,2014,418995267,2,101,12,2391,000418995267_101
11,2014,418995267,2,102,12,2391,000418995267_102
11,2014,418995267,2,103,12,2391,000418995267_103
11,2014,418995267,2,104,12,2391,000418995267_104
11,2014,418995283,2,101,12,0,000418995283_101
11,2014,418995283,2,102,12,0,000418995283_102
11,2014,418995502,2,101,12,5312,000418995502_101
11,2014,418995502,2,102,12,5312,000418995502_102
11,2014,418995502,2,103,12,5312,000418995502_103
11,2014,418995502,2,104,12,5312,000418995502_104
11,2014,418995547,2,101,12,7528,000418995547_101
11,2014,418995547,2,102,12,7528,000418995547_102
11,2014,418995566,2,101,12,6594,000418995566_101
11,2014,418995566,2,102,12,6594,000418995566_102
11,2014,418995566,2,103,12,6594,000418995566_103
11,2014,418995566,2,104,12,6594,000418995566_104
11,2014,418995582,2,101,12,5891,000418995582_101
11,2014,418995582,2,102,12,5891,000418995582_102
11,2014,418995582,2,103,12,5891,000418995582_103
11,2014,418995632,2,101,12,11878,000418995632_101
11,2014,418995632,2,102,12,11878,000418995632_102
11,2014,418995788,2,101,12,2671,000418995788_101
11,2014,418995788,2,102,12,2671,000418995788_102
11,2014,418995788,2,103,12,2671,000418995788_103
11,2014,418995788,2,104,12,2671,000418995788_104
11,2014,418995788,2,201,12,2671,000418995788_201
11,2014,418995788,2,202,12,2671,000418995788_202
11,2014,418995788,2,203,12,2671,000418995788_203
11,2014,418995801,2,101,12,4994,000418995801_101
11,2014,418995801,2,102,12,4994,000418995801_102
11,2014,418995898,2,101,12,4771,000418995898_101
11,2014,418995898,2,102,12,4771,000418995898_102
21,2014,418995946,2,101,12,4487,000418995946_101
21,2014,418995946,2,201,12,4487,000418995946_201
21,2014,562892294,2,101,12,565,000562892294_101
21,2014,562892294,2,201,12,565,000562892294_201
21,2014,562892932,2,101,12,259,000562892932_101
21,2014,562892932,2,102,12,259,000562892932_102
11,2014,860021294,2,101,12,13610,000860021294_101
11,2014,860021294,2,102,12,13610,000860021294_102
11,2014,860037058,2,101,12,616,000860037058_101
11,2014,860049040,2,101,12,2464,000860049040_101
11,2014,860049040,2,102,12,2464,000860049040_102
11,2014,860049040,2,103,12,2464,000860049040_103
11,2014,860049162,2,101,12,4918,000860049162_101
11,2014,860049162,2,102,12,4918,000860049162_102
11,2014,860049162,2,103,12,4918,000860049162_103
11,2014,860049162,2,104,12,4918,000860049162_104
11,2014,860049196,2,101,12,12093,000860049196_101
11,2014,860049196,2,102,12,12093,000860049196_102
11,2014,860049420,2,101,12,975,000860049420_101
11,2014,860049458,2,101,12,3448,000860049458_101
11,2014,860049458,2,102,12,3448,000860049458_102
11,2014,860049584,2,101,12,2879,000860049584_101
11,2014,860049584,2,102,12,2879,000860049584_102
11,2014,860049584,2,103,12,2879,000860049584_103
11,2014,860049584,2,104,12,2879,000860049584_104
11,2014,860049584,2,201,12,2879,000860049584_201
11,2014,860049705,2,101,12,1546,000860049705_101
11,2014,860049773,2,101,12,2469,000860049773_101
11,2014,860049773,2,102,12,2469,000860049773_102
11,2014,860049804,2,101,12,6475,000860049804_101
11,2014,860049804,2,102,12,6475,000860049804_102
11,2014,860049804,2,103,12,6475,000860049804_103
11,2014,860049994,2,101,12,1408,000860049994_101
11,2014,860057632,2,101,12,9176,000860057632_101
11,2014,860057632,2,102,12,9176,000860057632_102
11,2014,860057632,2,103,12,9176,000860057632_103
11,2014,860057883,2,101,12,6000,000860057883_101
21,2014,860068259,2,101,12,1396,000860068259_101
21,2014,860068259,2,201,12,2385,000860068259_201
21,2014,860068944,2,101,12,3230,000860068944_101
21,2014,860068944,2,102,12,3230,000860068944_102
21,2014,860068944,2,103,12,3230,000860068944_103
11,2014,860086373,2,101,12,6345,000860086373_101
11,2014,860086373,2,102,12,6345,000860086373_102
11,2014,860086373,2,103,12,6345,000860086373_103
11,2014,860086373,2,201,12,6345,000860086373_201
11,2014,860092054,2,101,12,7725,000860092054_101
11,2014,860092054,2,102,12,7725,000860092054_102
11,2014,860092054,2,103,12,7725,000860092054_103
11,2014,860092080,2,101,12,500,000860092080_101
11,2014,860092099,2,101,12,6287,000860092099_101
11,2014,860092099,2,102,12,6287,000860092099_102
11,2014,860092099,2,103,12,6287,000860092099_103
11,2014,860092099,2,104,12,6287,000860092099_104
11,2014,860092392,2,101,12,5276,000860092392_101
11,2014,860092392,2,102,12,5276,000860092392_102
11,2014,860092480,2,101,12,8948,000860092480_101
11,2014,860092480,2,102,12,8948,000860092480_102
11,2014,860092599,2,101,12,2103,000860092599_101
11,2014,860093988,2,101,12,304,000860093988_101
